TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Coordinates,TransactionDay,Hour,DayOfWeek,Weekend,Month,TimeSinceLastTx,AccountTxCount,AccountAvgAmount,AccountStdAmount,TxToAccountAvgRatio,Amount_to_AvgByType_Ratio,DeviceTxCount,AccountAvgTimeBetweenTx,TimeSinceLastTxRatio,AccountTxVelocity,PrevLocation,PrevLocationCoordinates,DistanceFromLastTx,Velocity,UnrealisticVelocity,AccountDeviceCount,DeviceRarity,AccountModalHour,HourDeviation,Anomaly
TX000028,AC00057,40.32,2023-03-29 16:42:38,Debit,Milwaukee,D000310,21.28.32.1,M008,Branch,37,Engineer,95,1,2686.52,2023-01-30 17:05:46,"(43.0386475, -87.9090751)",2023-03-29,16,2,0,3,1391.6144444444444,5,225.52399999999997,233.03306177450446,0.17878363278409395,0.1366820178459639,7,-13748.306,1.0223433466396998,0.021647136640033676,Albuquerque,"(35.0841034, -106.650985)",1840.9809088569905,1.3229092248196053,0,5,0.14285714285714285,16,0,0
TX000592,AC00057,198.62,2023-05-15 16:19:14,Credit,Tucson,D000378,97.4.209.133,M079,Branch,27,Student,84,1,1196.07,2023-03-29 16:42:38,"(32.2228765, -110.974847)",2023-05-15,16,0,0,5,1127.61,5,225.52399999999997,233.03306177450446,0.8807044926482327,0.6480239794265774,3,-13748.306,0.9403187563616929,0.021647136640033676,Milwaukee,"(43.0386475, -87.9090751)",2351.8244259798385,2.085669992559348,0,5,0.3333333333333333,16,0,0
TX001106,AC00057,22.54,2023-08-29 16:19:14,Debit,El Paso,D000075,161.161.26.115,M044,Online,26,Engineer,42,1,7139.11,2023-05-15 16:19:14,"(31.7601164, -106.4870404)",2023-08-29,16,1,0,8,2544.0,5,225.52399999999997,233.03306177450446,0.0999450169383303,0.07640904469861176,4,-13748.306,0.7552825457591325,0.021647136640033676,Tucson,"(32.2228765, -110.974847)",427.16640887209616,0.16791125823932307,0,5,0.25,16,0,0
TX000640,AC00058,320.55,2023-05-01 17:11:47,Debit,Milwaukee,D000549,199.6.127.153,M041,Online,50,Engineer,118,1,438.75,,"(43.0386475, -87.9090751)",2023-05-01,17,0,0,5,936.2158333333333,7,245.6542857142857,176.49511323330765,1.3048825876086023,1.086642381461402,6,-10835.568214285715,1.224018950464208,0.02904773708378298,,,0.0,0.0,0,7,0.16666666666666666,17,0,0
TX002106,AC00058,22.62,2023-05-10 16:35:02,Debit,Virginia Beach,D000032,197.187.216.106,M075,ATM,64,Doctor,102,1,7682.0,2023-05-01 17:11:47,"(36.8496579, -75.9760751)",2023-05-10,16,2,0,5,215.3875,7,245.6542857142857,176.49511323330765,0.09208062433850127,0.07668023917846487,7,-10835.568214285715,1.2041458194563883,0.02904773708378298,Milwaukee,"(43.0386475, -87.9090751)",1227.8394077163812,5.700580150362629,0,7,0.14285714285714285,17,1,0
TX002477,AC00058,270.39,2023-06-12 17:30:53,Debit,Jacksonville,D000214,111.226.226.202,M006,ATM,25,Student,104,1,899.15,2023-05-10 16:35:02,"(30.3321838, -81.655651)",2023-06-12,17,0,0,6,792.9308333333333,7,245.6542857142857,176.49511323330765,1.1006931925237557,0.9166034425935063,8,-10835.568214285715,1.1309617119682918,0.02904773708378298,Virginia Beach,"(36.8496579, -75.9760751)",894.2873038558499,1.12782368705824,0,7,0.125,17,0,0
TX000876,AC00058,583.92,2023-08-01 16:11:52,Debit,Kansas City,D000429,32.169.88.41,M024,Online,55,Engineer,139,1,6364.14,2023-06-12 17:30:53,"(39.100105, -94.5781416)",2023-08-01,16,1,0,8,1198.6830555555555,7,245.6542857142857,176.49511323330765,2.3769990346479957,1.9794485084477984,3,-10835.568214285715,1.0203351492480932,0.02904773708378298,Jacksonville,"(30.3321838, -81.655651)",1529.2807243667082,1.2757996715472542,0,7,0.3333333333333333,17,1,0
TX001603,AC00058,199.14,2023-08-02 17:32:29,Debit,Seattle,D000073,187.199.178.27,M005,Branch,31,Engineer,36,1,7001.25,2023-08-01 16:11:52,"(47.6038321, -122.330062)",2023-08-02,17,2,0,8,25.343611111111112,7,245.6542857142857,176.49511323330765,0.8106514381418719,0.6750708589743365,7,-10835.568214285715,1.0180028867964048,0.02904773708378298,Kansas City,"(39.100105, -94.5781416)",2423.5598623823353,95.62426709794111,0,7,0.14285714285714285,17,0,0
TX002476,AC00058,152.0,2023-12-18 18:11:24,Debit,Albuquerque,D000177,203.174.215.229,M060,ATM,51,Engineer,63,1,7531.43,2023-08-02 17:32:29,"(35.0841034, -106.650985)",2023-12-18,18,0,0,12,3312.648611111111,7,245.6542857142857,176.49511323330765,0.6187557426813525,0.5152695117208956,2,-10835.568214285715,0.7122777004841994,0.02904773708378298,Seattle,"(47.6038321, -122.330062)",1904.6982169906694,0.5749772661141199,0,7,0.5,17,1,0
TX002075,AC00058,170.96,2023-12-28 16:46:46,Debit,Washington,D000644,96.24.89.146,M083,Branch,64,Doctor,69,1,13374.89,2023-12-18 18:11:24,"(38.8950368, -77.0365427)",2023-12-28,16,3,0,12,238.58944444444444,7,245.6542857142857,176.49511323330765,0.6959373800579212,0.5795426034460811,3,-10835.568214285715,0.6902577815824141,0.02904773708378298,Albuquerque,"(35.0841034, -106.650985)",2658.13421985822,11.14099194562322,0,7,0.3333333333333333,17,1,0
TX001431,AC00059,344.97,2023-03-20 17:30:52,Debit,Austin,D000264,214.67.148.245,M050,Online,34,Doctor,106,1,5577.94,,"(30.2711286, -97.7436995)",2023-03-20,17,0,0,3,936.2158333333333,4,148.2425,134.88287051487796,2.327065450191409,1.1694244964365617,7,-11175.393125,1.276970414308256,0.021167894478046026,,,0.0,0.0,0,4,0.14285714285714285,16,1,0
TX001828,AC00059,126.91,2023-08-23 16:04:43,Debit,Kansas City,D000268,86.103.2.29,M050,ATM,22,Student,42,1,692.69,2023-03-20 17:30:52,"(39.100105, -94.5781416)",2023-08-23,16,2,0,8,3742.5641666666666,4,148.2425,134.88287051487796,0.8560972730492267,0.4302161429769662,5,-11175.393125,0.9420749373215251,0.021167894478046026,Austin,"(30.2711286, -97.7436995)",1021.2984837830456,0.2728872947568926,0,4,0.2,16,0,0
TX001577,AC00059,65.11,2023-09-07 16:47:49,Debit,Nashville,D000204,223.32.70.156,M026,ATM,34,Engineer,150,1,8485.14,2023-08-23 16:04:43,"(36.1622767, -86.7742984)",2023-09-07,16,3,0,9,360.7183333333333,4,148.2425,134.88287051487796,0.4392127763630538,0.22071840729044417,2,-11175.393125,0.9097981210094268,0.021167894478046026,Kansas City,"(39.100105, -94.5781416)",761.7547352920328,2.1117657549785696,0,4,0.5,16,0,0
TX002193,AC00059,55.98,2023-09-25 16:41:04,Credit,Kansas City,D000551,70.130.169.235,M013,Branch,24,Student,87,1,7047.04,2023-09-07 16:47:49,"(39.100105, -94.5781416)",2023-09-25,16,0,0,9,431.8875,4,148.2425,134.88287051487796,0.37762450039631007,0.18264214262561576,6,-11175.393125,0.8711565273607917,0.021167894478046026,Nashville,"(36.1622767, -86.7742984)",761.7547352920328,1.7637763804593845,0,4,0.16666666666666666,16,0,0
TX001186,AC00060,74.27,2023-07-13 17:17:07,Credit,Memphis,D000249,190.164.160.79,M090,Online,59,Doctor,148,1,13696.61,,"(35.1460249, -90.0517638)",2023-07-13,17,3,0,7,936.2158333333333,4,388.18,234.76214416582016,0.19132876500592508,0.24231568297257025,3,-9789.044027777778,1.1758966022062334,0.02649835102203051,,,0.0,0.0,0,4,0.3333333333333333,16,1,0
TX001485,AC00060,440.94,2023-09-13 18:38:27,Debit,San Antonio,D000133,189.20.224.220,M008,Online,42,Doctor,148,1,7303.23,2023-07-13 17:17:07,"(29.4246002, -98.4951405)",2023-09-13,18,2,0,9,1489.3555555555556,4,388.18,234.76214416582016,1.1359163274769437,1.4947561743303404,7,-9789.044027777778,1.023751510635111,0.02649835102203051,Memphis,"(35.1460249, -90.0517638)",1016.688898171403,0.6826363333742876,0,4,0.14285714285714285,16,2,0
TX000033,AC00060,396.45,2023-09-25 16:26:00,Debit,New York,D000621,133.67.250.163,M007,ATM,49,Engineer,168,3,9690.15,2023-09-13 18:38:27,"(40.7127281, -74.0060152)",2023-09-25,16,0,0,9,285.7925,4,388.18,234.76214416582016,1.0213045494358286,1.3439381442220333,5,-9789.044027777778,0.994556116356669,0.02649835102203051,San Antonio,"(29.4246002, -98.4951405)",2547.9865849994812,8.915481230327076,0,4,0.2,16,0,0
TX001299,AC00060,641.06,2023-12-11 16:09:08,Debit,Colorado Springs,D000057,116.106.207.139,M099,ATM,23,Student,25,1,1602.13,2023-09-25 16:26:00,"(38.8339578, -104.825348)",2023-12-11,16,0,0,12,1847.7188888888888,4,388.18,234.76214416582016,1.6514503580813022,2.173149165682877,4,-9789.044027777778,0.8057957708019865,0.02649835102203051,New York,"(40.7127281, -74.0060152)",2635.1303860581297,1.4261525255555612,0,4,0.25,16,0,0
TX001115,AC00061,362.09,2023-02-27 16:59:07,Debit,New York,D000449,187.52.200.18,M093,Branch,32,Engineer,31,1,6590.28,,"(40.7127281, -74.0060152)",2023-02-27,16,0,0,2,936.2158333333333,5,191.41199999999998,177.64941125711618,1.891678682632228,1.2274601151251257,5,-12576.956222222221,1.1747788322852113,0.018799591265553233,,,0.0,0.0,0,5,0.2,16,0,0
TX001447,AC00061,155.53,2023-03-24 17:04:32,Debit,Baltimore,D000507,77.21.150.75,M041,ATM,29,Engineer,66,1,4008.05,2023-02-27 16:59:07,"(39.2908816, -76.610759)",2023-03-24,17,4,0,3,600.0902777777778,5,191.41199999999998,177.64941125711618,0.8125404885796085,0.5272359681444138,4,-12576.956222222221,1.127066638964033,0.018799591265553233,New York,"(40.7127281, -74.0060152)",272.73605892878453,0.45449095667373207,0,5,0.25,16,1,0
TX001110,AC00061,391.08,2023-04-28 17:12:06,Debit,Fresno,D000290,35.220.238.127,M029,Online,56,Retired,105,1,6885.16,2023-03-24 17:04:32,"(36.7394421, -119.78483)",2023-04-28,17,4,0,4,840.1261111111111,5,191.41199999999998,177.64941125711618,2.043132092031848,1.3257342147618938,6,-12576.956222222221,1.060270800727037,0.018799591265553233,Baltimore,"(39.2908816, -76.610759)",3765.90782728924,4.482545292829122,0,5,0.16666666666666666,16,1,0
TX000775,AC00061,27.21,2023-06-14 16:34:54,Debit,San Jose,D000700,28.149.72.129,M050,ATM,79,Retired,102,1,3520.61,2023-04-28 17:12:06,"(37.3361663, -121.890591)",2023-06-14,16,2,0,6,1127.38,5,191.41199999999998,177.64941125711618,0.1421540969218231,0.09224002246003665,5,-12576.956222222221,0.9706268932442461,0.018799591265553233,Fresno,"(36.7394421, -119.78483)",198.69877967113592,0.17624811813498356,0,5,0.2,16,0,0
TX000923,AC00061,21.15,2023-11-20 16:06:10,Debit,Columbus,D000484,159.37.30.154,M058,Branch,70,Retired,180,1,3466.74,2023-06-14 16:34:54,"(39.9622601, -83.0007065)",2023-11-20,16,0,0,11,3815.521111111111,5,191.41199999999998,177.64941125711618,0.11049463983449315,0.0716970406111641,7,-12576.956222222221,0.6672568347794732,0.018799591265553233,San Jose,"(37.3361663, -121.890591)",3371.195788905897,0.8835477008739382,0,5,0.14285714285714285,16,0,0
TX001926,AC00062,138.33,2023-07-07 17:58:29,Debit,Dallas,D000183,31.127.129.152,M011,Online,21,Student,69,1,232.56,,"(32.7762719, -96.7968559)",2023-07-07,17,4,0,7,936.2158333333333,3,229.94000000000003,215.98397463700866,0.6015917195790206,0.4689291549759967,6,-11206.480555555556,1.0399500487441171,0.07896930433892456,,,0.0,0.0,0,3,0.16666666666666666,17,0,0
TX001003,AC00062,476.63,2023-07-25 17:17:49,Debit,Charlotte,D000697,32.13.122.242,M037,ATM,79,Retired,115,1,4894.25,2023-07-07 17:58:29,"(35.2272086, -80.8430827)",2023-07-25,17,1,0,7,431.3222222222222,3,229.94000000000003,215.98397463700866,2.0728450900234843,1.6157428116548058,9,-11206.480555555556,1.0014612080856984,0.07896930433892456,Dallas,"(32.7762719, -96.7968559)",1496.9860728501117,3.4706827634679245,0,3,0.1111111111111111,17,0,0
TX000164,AC00062,74.86,2023-08-14 17:43:17,Debit,Nashville,D000115,161.168.126.136,M028,Branch,70,Doctor,125,1,6921.48,2023-07-25 17:17:49,"(36.1622767, -86.7742984)",2023-08-14,17,0,0,8,480.4244444444444,3,229.94000000000003,215.98397463700866,0.325563190397495,0.2537702345225411,3,-11206.480555555556,0.9585887431701845,0.07896930433892456,Charlotte,"(35.2272086, -80.8430827)",546.6719245241841,1.137891281250405,0,3,0.3333333333333333,17,0,0
TX002352,AC00063,12.35,2023-02-06 18:39:50,Debit,Fresno,D000213,144.228.168.6,M092,Branch,25,Student,22,1,1846.85,,"(36.7394421, -119.78483)",2023-02-06,18,0,0,2,936.2158333333333,10,319.272,315.4591707618876,0.03868175098348743,0.04186564782732277,3,-11671.460722222222,1.3089640741102515,0.03485436462772533,,,0.0,0.0,0,10,0.3333333333333333,17,1,0
TX001872,AC00063,558.86,2023-03-15 17:27:37,Debit,Austin,D000072,156.173.170.140,M040,ATM,60,Doctor,95,1,9844.32,2023-02-06 18:39:50,"(30.2711286, -97.7436995)",2023-03-15,17,2,0,3,886.7963888888889,10,319.272,315.4591707618876,1.7504197048284849,1.894496837633814,6,-11671.460722222222,1.2329843432479433,0.03485436462772533,Fresno,"(36.7394421, -119.78483)",2163.9620256370044,2.4401989143747214,0,10,0.16666666666666666,17,0,0
TX000363,AC00063,873.65,2023-03-23 16:38:40,Credit,Oklahoma City,D000414,214.247.164.80,M050,Online,37,Doctor,59,1,12139.83,2023-03-15 17:27:37,"(35.4729886, -97.5170536)",2023-03-23,16,3,0,3,191.18416666666667,10,319.272,315.4591707618876,2.736381517953344,2.8503984977647234,4,-11671.460722222222,1.2166019084357873,0.03485436462772533,Austin,"(30.2711286, -97.7436995)",577.2885058699085,3.019525604077941,0,10,0.25,17,1,0
TX000893,AC00063,523.02,2023-05-19 18:32:45,Debit,Jacksonville,D000689,124.180.225.109,M010,Online,53,Retired,83,1,4586.11,2023-03-23 16:38:40,"(30.3321838, -81.655651)",2023-05-19,18,4,0,5,1369.901388888889,10,319.272,315.4591707618876,1.6381643238367285,1.7730017106596239,2,-11671.460722222222,1.099225283583827,0.03485436462772533,Oklahoma City,"(35.4729886, -97.5170536)",1587.317506859519,1.1587084742198113,0,10,0.5,17,1,0
TX002392,AC00063,4.39,2023-06-12 16:03:42,Debit,Philadelphia,D000441,188.225.207.71,M084,ATM,26,Student,63,1,1429.61,2023-05-19 18:32:45,"(39.9527237, -75.1635262)",2023-06-12,16,0,0,6,573.5158333333334,10,319.272,315.4591707618876,0.013750031321255856,0.014881797081939024,8,-11671.460722222222,1.0500943533712597,0.03485436462772533,Jacksonville,"(30.3321838, -81.655651)",1219.4528114234563,2.1262720473885355,0,10,0.125,17,1,0
TX001622,AC00063,37.4,2023-08-01 17:54:56,Debit,Raleigh,D000348,195.226.203.234,M012,ATM,20,Student,84,1,1519.51,2023-06-12 16:03:42,"(35.7803977, -78.6390989)",2023-08-01,17,1,0,8,1201.8538888888888,10,319.272,315.4591707618876,0.11714149690545991,0.12678341933132564,3,-11671.460722222222,0.9471210956156955,0.03485436462772533,Philadelphia,"(39.9527237, -75.1635262)",554.8546527769623,0.4616652625092899,0,10,0.3333333333333333,17,0,0
TX001126,AC00063,592.82,2023-09-14 17:25:49,Debit,Memphis,D000450,193.108.17.115,M076,Online,74,Retired,248,1,7508.98,2023-08-01 17:54:56,"(35.1460249, -90.0517638)",2023-09-14,17,3,0,9,1055.5147222222222,10,319.272,315.4591707618876,1.8567866897191112,2.0096188943314566,4,-11671.460722222222,0.8566857096193325,0.03485436462772533,Raleigh,"(35.7803977, -78.6390989)",1037.7343586471086,0.98315386194563,0,10,0.25,17,0,0
TX001378,AC00063,116.88,2023-10-04 17:10:02,Debit,Memphis,D000024,23.163.145.195,M026,ATM,45,Doctor,263,1,7717.34,2023-09-14 17:25:49,"(35.1460249, -90.0517638)",2023-10-04,17,2,0,10,479.7369444444444,10,319.272,315.4591707618876,0.3660828384574908,0.3962151350653834,4,-11671.460722222222,0.815579148707241,0.03485436462772533,Memphis,"(35.1460249, -90.0517638)",0.0,0.0,0,10,0.25,17,0,0
TX001664,AC00063,27.94,2023-11-03 18:44:38,Debit,Atlanta,D000003,141.201.46.191,M093,Branch,79,Retired,120,1,1893.44,2023-10-04 17:10:02,"(33.7544657, -84.3898151)",2023-11-03,18,4,0,11,721.5766666666667,10,319.272,315.4591707618876,0.08751158886466713,0.09471467208869622,2,-11671.460722222222,0.7537529352283826,0.03485436462772533,Memphis,"(35.1460249, -90.0517638)",542.6237256882172,0.7519962864079087,0,10,0.5,17,1,0
TX000467,AC00063,445.41,2023-11-20 16:27:31,Debit,Fresno,D000039,185.23.87.107,M015,ATM,35,Doctor,235,3,12154.66,2023-11-03 18:44:38,"(36.7394421, -119.78483)",2023-11-20,16,0,0,11,405.71472222222224,10,319.272,315.4591707618876,1.3950800571299709,1.5099091658921324,6,-11671.460722222222,0.7189911480802796,0.03485436462772533,Atlanta,"(33.7544657, -84.3898151)",3220.0868862915167,7.93680577290466,0,10,0.16666666666666666,17,1,0
TX002165,AC00064,182.42,2023-03-22 16:59:56,Debit,Kansas City,D000515,3.77.114.6,M080,Branch,51,Retired,137,1,3051.29,,"(39.100105, -94.5781416)",2023-03-22,16,2,0,3,936.2158333333333,4,352.7625,278.5210665132292,0.5171184578859714,0.618391212685038,7,-11919.164097222223,1.1933034104280347,0.021974275473612078,,,0.0,0.0,0,4,0.14285714285714285,16,0,0
TX002338,AC00064,606.27,2023-06-22 17:05:42,Debit,Louisville,D000326,12.71.148.184,M018,Branch,29,Doctor,42,1,9668.78,2023-03-22 16:59:56,"(38.2542376, -85.759407)",2023-06-22,17,3,0,6,2208.096111111111,4,352.7625,278.5210665132292,1.7186350589986181,2.055213466256759,5,-11919.164097222223,1.0080458720647023,0.021974275473612078,Kansas City,"(39.100105, -94.5781416)",772.8037010441767,0.34998628328230685,0,4,0.2,16,1,0
TX002135,AC00064,50.43,2023-07-10 16:06:28,Debit,San Jose,D000043,161.195.172.148,M057,Branch,32,Doctor,51,1,9794.26,2023-06-22 17:05:42,"(37.3361663, -121.890591)",2023-07-10,16,0,0,7,431.0127777777778,4,352.7625,278.5210665132292,0.1429573721696609,0.17095422023739978,4,-11919.164097222223,0.9718840101127291,0.021974275473612078,Louisville,"(38.2542376, -85.759407)",3163.572917986295,7.339841743104025,0,4,0.25,16,0,0
TX001937,AC00064,571.93,2023-09-20 17:44:37,Debit,Washington,D000230,113.137.153.101,M048,Online,52,Retired,119,1,4026.03,2023-07-10 16:06:28,"(38.8950368, -77.0365427)",2023-09-20,17,2,0,9,1729.6358333333333,4,352.7625,278.5210665132292,1.6212891109457495,1.9388032357798146,2,-11919.164097222223,0.8267667073945335,0.021974275473612078,San Jose,"(37.3361663, -121.890591)",3897.293112705304,2.253243592872899,0,4,0.5,16,1,0
TX002011,AC00065,198.01,2023-04-24 17:46:41,Credit,Austin,D000145,83.80.89.29,M005,Branch,26,Student,40,1,250.93,,"(30.2711286, -97.7436995)",2023-04-24,17,0,0,4,936.2158333333333,5,220.03400000000002,100.31101998285132,0.8999063781052018,0.6460337738709928,4,-10114.667277777779,1.3278134359019478,0.020165590304944338,,,0.0,0.0,0,5,0.25,16,1,0
TX001924,AC00065,122.98,2023-07-24 16:15:58,Debit,Jacksonville,D000259,113.134.242.82,M020,Online,79,Retired,228,1,5055.99,2023-04-24 17:46:41,"(30.3321838, -81.655651)",2023-07-24,16,0,0,7,2182.4880555555555,5,220.03400000000002,100.31101998285132,0.5589136224401683,0.4168937141541825,2,-10114.667277777779,1.112038336890205,0.020165590304944338,Austin,"(30.2711286, -97.7436995)",1546.2728416341267,0.7084905363892058,0,5,0.5,16,0,0
TX001070,AC00065,390.09,2023-10-09 16:52:40,Debit,El Paso,D000589,48.89.167.189,M057,Online,26,Engineer,49,1,2617.23,2023-07-24 16:15:58,"(31.7601164, -106.4870404)",2023-10-09,16,0,0,10,1848.6116666666667,5,220.03400000000002,100.31101998285132,1.7728623758146465,1.3223781830737116,7,-10114.667277777779,0.929273550938082,0.020165590304944338,Jacksonville,"(30.3321838, -81.655651)",2370.5243511613608,1.2823261432238162,0,5,0.14285714285714285,16,0,0
TX000841,AC00065,186.6,2023-10-25 16:03:16,Debit,Tucson,D000554,184.185.209.72,M086,Branch,18,Student,139,1,9716.68,2023-10-09 16:52:40,"(32.2228765, -110.974847)",2023-10-25,16,2,0,10,383.1766666666667,5,220.03400000000002,100.31101998285132,0.8480507557922865,0.6325611242573627,3,-10114.667277777779,0.8913909130563974,0.020165590304944338,El Paso,"(31.7601164, -106.4870404)",427.16640887209616,1.1147998592613597,0,5,0.3333333333333333,16,0,0
TX002153,AC00065,202.49,2023-12-28 16:30:32,Credit,Virginia Beach,D000171,93.52.44.101,M050,ATM,48,Engineer,69,1,7447.1,2023-10-25 16:03:16,"(36.8496579, -75.9760751)",2023-12-28,16,3,0,12,1536.4544444444443,5,220.03400000000002,100.31101998285132,0.9202668678476962,0.6606503654923355,3,-10114.667277777779,0.7394837632133678,0.020165590304944338,Tucson,"(32.2228765, -110.974847)",3235.2840843942754,2.1056803801844692,0,5,0.3333333333333333,16,0,0
TX002006,AC00066,347.25,2023-01-30 18:49:52,Debit,Indianapolis,D000646,33.28.138.82,M062,ATM,69,Doctor,250,1,7273.55,,"(39.7683331, -86.1583502)",2023-01-30,18,0,0,1,936.2158333333333,4,215.76749999999998,145.74584416602303,1.6093711981646912,1.177153539112375,4,-12482.915347222222,1.2373153282207419,0.015044115693950973,,,0.0,0.0,0,4,0.25,16,2,0
TX002107,AC00066,126.83,2023-02-20 16:40:25,Debit,Austin,D000593,21.122.39.207,M007,Branch,57,Retired,39,1,6100.98,2023-01-30 18:49:52,"(30.2711286, -97.7436995)",2023-02-20,16,0,0,2,501.8425,4,215.76749999999998,145.74584416602303,0.5878086366111671,0.4299449484971131,4,-12482.915347222222,1.197116318664453,0.015044115693950973,Indianapolis,"(39.7683331, -86.1583502)",1490.1469069149946,2.9693458357336397,0,4,0.25,16,0,0
TX000124,AC00066,331.65,2023-08-25 17:26:07,Debit,Portland,D000037,26.240.219.199,M006,Online,41,Engineer,61,1,4172.57,2023-02-20 16:40:25,"(45.5202471, -122.674194)",2023-08-25,17,4,0,8,4464.761666666666,4,215.76749999999998,145.74584416602303,1.537071152977163,1.1242706155410198,8,-12482.915347222222,0.8394471775287136,0.015044115693950973,Austin,"(30.2711286, -97.7436995)",2750.2526477103142,0.6159907822745743,0,4,0.125,16,1,0
TX002312,AC00066,57.34,2023-10-23 16:03:49,Debit,Atlanta,D000370,18.92.67.57,M089,Online,27,Student,81,1,1100.64,2023-08-25 17:26:07,"(33.7544657, -84.3898151)",2023-10-23,16,0,0,10,1414.6283333333333,4,215.76749999999998,145.74584416602303,0.26574901224697883,0.19437864343471156,1,-12482.915347222222,0.7261211755860918,0.015044115693950973,Portland,"(45.5202471, -122.674194)",3496.2701158775344,2.4715096976245845,0,4,1.0,16,0,0
TX000519,AC00067,167.2,2023-01-18 17:53:37,Debit,San Antonio,D000002,56.67.227.142,M036,Branch,30,Doctor,84,1,11320.83,,"(29.4246002, -98.4951405)",2023-01-18,17,2,0,1,936.2158333333333,7,460.6257142857143,470.8281567924453,0.3629845117510963,0.5667964628929851,5,-12426.553214285714,1.2661773994775225,0.0233382206736812,,,0.0,0.0,0,7,0.2,17,0,0
TX000726,AC00067,1309.79,2023-03-06 16:33:43,Debit,San Francisco,D000251,3.200.166.167,M004,ATM,23,Student,139,1,1258.93,2023-01-18 17:53:37,"(37.7792588, -122.4193286)",2023-03-06,16,0,0,3,1126.6683333333333,7,460.6257142857143,470.8281567924453,2.8435016964501703,4.440097722084946,2,-12426.553214285714,1.1755170581802745,0.0233382206736812,San Antonio,"(29.4246002, -98.4951405)",2397.2308083889234,2.127714616405278,0,7,0.5,17,1,0
TX002419,AC00067,456.05,2023-03-17 17:03:03,Debit,Detroit,D000220,90.111.245.138,M073,Branch,68,Doctor,20,1,11729.51,2023-03-06 16:33:43,"(42.3315509, -83.0466403)",2023-03-17,17,4,0,3,264.4888888888889,7,460.6257142857143,470.8281567924453,0.9900663073210973,1.545978031712595,4,-12426.553214285714,1.1542320596689741,0.0233382206736812,San Francisco,"(37.7792588, -122.4193286)",3366.7601598751307,12.72925847569732,0,7,0.25,17,0,0
TX001037,AC00067,888.57,2023-06-13 16:24:43,Debit,San Antonio,D000365,193.217.248.188,M092,Online,62,Retired,102,1,7896.14,2023-03-17 17:03:03,"(29.4246002, -98.4951405)",2023-06-13,16,1,0,6,2111.3611111111113,7,460.6257142857143,470.8281567924453,1.929049925877223,3.0121909870383963,3,-12426.553214285714,0.9843252867169768,0.0233382206736812,Detroit,"(42.3315509, -83.0466403)",1992.942083248522,0.943912971043953,0,7,0.3333333333333333,17,1,0
TX000309,AC00067,20.28,2023-07-19 17:42:38,Debit,Oklahoma City,D000585,150.83.4.238,M047,Online,36,Engineer,213,1,2047.83,2023-06-13 16:24:43,"(35.4729886, -97.5170536)",2023-07-19,17,2,0,7,865.2986111111111,7,460.6257142857143,470.8281567924453,0.04402706876981001,0.0687478006427616,3,-12426.553214285714,0.9146910225757254,0.0233382206736812,San Antonio,"(29.4246002, -98.4951405)",676.9999163979297,0.7823878662427802,0,7,0.3333333333333333,17,0,0
TX001428,AC00067,209.99,2023-09-07 17:19:21,Debit,Denver,D000381,125.89.163.224,M014,ATM,19,Student,40,1,1938.01,2023-07-19 17:42:38,"(39.7392364, -104.984862)",2023-09-07,17,3,0,9,1199.6119444444444,7,460.6257142857143,470.8281567924453,0.45587989008739666,0.7118516103044137,4,-12426.553214285714,0.8181570135617904,0.0233382206736812,Oklahoma City,"(35.4729886, -97.5170536)",811.3200319162044,0.6763181705178555,0,7,0.25,17,0,0
TX001698,AC00067,172.5,2023-11-14 16:23:09,Debit,Columbus,D000635,203.99.96.114,M065,Online,68,Doctor,31,1,6851.16,2023-09-07 17:19:21,"(39.9622601, -83.0007065)",2023-11-14,16,1,0,11,1631.0633333333333,7,460.6257142857143,470.8281567924453,0.3744905997432064,0.5847630971832533,4,-12426.553214285714,0.6869001598187364,0.0233382206736812,Denver,"(39.7392364, -104.984862)",1876.7756131964704,1.1506447506953867,0,7,0.25,17,1,0
TX000853,AC00068,259.9,2023-06-22 16:08:43,Debit,Oklahoma City,D000551,14.200.197.126,M083,Online,26,Student,100,1,914.28,,"(35.4729886, -97.5170536)",2023-06-22,16,3,0,6,936.2158333333333,4,660.4975,398.896644623224,0.3934912698382659,0.8810430664227682,6,-10137.709652777778,1.1852755559192814,0.026143205459572737,,,0.0,0.0,0,4,0.16666666666666666,16,0,0
TX001147,AC00068,958.9,2023-07-04 16:30:15,Debit,Memphis,D000183,160.212.125.105,M097,Branch,31,Engineer,135,1,9977.49,2023-06-22 16:08:43,"(35.1460249, -90.0517638)",2023-07-04,16,1,0,7,288.3588888888889,4,660.4975,398.896644623224,1.4517844503574957,3.2506048341392555,6,-10137.709652777778,1.156830466699692,0.026143205459572737,Oklahoma City,"(35.4729886, -97.5170536)",679.7223222121936,2.3572013598399773,0,4,0.16666666666666666,16,0,0
